CustomerID,First Name,Last Name,Customer Name,Phone,City,State,Phone Brand,Operating System,,
96,Piya,Dhillon,Piya Dhillon,9.18E+11,Jaipur,Rajasthan,Apple,Android,,
97,Eshani,Iyer,Eshani Iyer,3018205633,jaipur,Rajasthan,Apple,Android,,
98,Raghav,Varughese,Raghav Varughese,6799761518,bangalore,Karnataka,OnePlus,Android,,
99,Pari,Halder,Pari Halder,9.11E+11,Surat,Gujarat,Apple,Android,,
100,Dharmajan,Chawla,Dharmajan Chawla,7725720303,kolkata,West Bengal,OnePlus,Android,,
101,Shayak,Hari,Shayak Hari,4790297507,Jaipur,Rajasthan,OnePlus,iOS,,
102,Stuvan,Mand,Stuvan Mand,3952956610,Bangalore,Karnataka,Vivo,iOS,,
103,Hunar,Behl,Hunar Behl,9.18E+11,surat,Gujarat,Apple,Android,,
104,Lakshay,Walla,Lakshay Walla,4049871432,Pune,Maharashtra,Vivo,iOS,,
105,Eshani,Saini,Eshani Saini,1546623667,Surat,Gujarat,Samsung,iOS,,
106,Azad,Swaminathan,Azad Swaminathan,1221119855,bangalore,Karnataka,Samsung,Android,,
107,Riya,Dubey,Riya Dubey,4493376918,mumbai,Maharashtra,OnePlus,Android,,
108,Taimur,Kala,Taimur Kala,8840018999,Chennai,Tamil Nadu,Realme,iOS,,
109,Miraan,Borra,Miraan Borra,9.17E+11,Mumbai,Maharashtra,Vivo,Android,,
110,Yakshit,Sibal,Yakshit Sibal,9677530729,Mumbai,Maharashtra,Vivo,iOS,,
111,Riaan,Dhingra,Riaan Dhingra,9.19E+11,ahmedabad,Gujarat,Apple,iOS,,
112,Manikya,Madan,Manikya Madan,9.20E+11,kolkata,West Bengal,Vivo,Android,,
113,Kashvi,Dara,Kashvi Dara,9.15E+11,surat,Gujarat,Samsung,iOS,,
114,Vritika,Sha,Vritika Sha,5883076498,Mumbai,Maharashtra,Samsung,iOS,,
115,Drishya,Rama,Drishya Rama,6851604856,ahmedabad,Gujarat,Vivo,iOS,,
116,Taimur,Rajan,Taimur Rajan,9.11E+11,bangalore,Karnataka,Xiaomi,Android,,
117,Amani,Mane,Amani Mane,9.12E+11,Pune,Maharashtra,Realme,Android,,
118,Taimur,Kala,Taimur Kala,8840018999,Chennai,Tamil Nadu,Realme,iOS,,
119,Miraan,Borra,Miraan Borra,9.17E+11,Mumbai,Maharashtra,Vivo,Android,,
120,Yakshit,Sibal,Yakshit Sibal,9677530729,Mumbai,Maharashtra,Vivo,iOS,,
121,Riaan,Dhingra,Riaan Dhingra,9.19E+11,ahmedabad,Gujarat,Apple,iOS,,
122,Hridaan,Dada,Hridaan Dada,5996025814,Jaipur,Rajasthan,Apple,iOS,,
123,Lagan,Kalita,Lagan Kalita,5878385425,chennai,Tamil Nadu,Samsung,Android,,
124,Nehmat,Jha,Nehmat Jha,9.13E+11,kolkata,West Bengal,Xiaomi,Android,,
125,Kavya,Hans,Kavya Hans,4138503831,bangalore,Karnataka,Realme,iOS,,
126,Riaan,Baral,Riaan Baral,4030530526,Jaipur,Rajasthan,Realme,iOS,,
127,Shamik,Sur,Shamik Sur,9.14E+11,ahmedabad,Gujarat,OnePlus,Android,,
128,Jayesh,Shenoy,Jayesh Shenoy,1134246272,kolkata,West Bengal,OnePlus,iOS,,
129,Kashvi,Kannan,Kashvi Kannan,4100599429,Pune,Maharashtra,Xiaomi,Android,,
130,Saira,Korpal,Saira Korpal,6021464236,Pune,Maharashtra,Realme,iOS,,
131,Divij,Mannan,Divij Mannan,2590311094,chennai,Tamil Nadu,OnePlus,iOS,,
132,Ahana ,Solanki,Ahana Solanki,2927246376,hyderabad,Telangana,Vivo,iOS,,
133,Ahana ,Sahota,Ahana Sahota,6508053179,surat,Gujarat,Xiaomi,iOS,,
134,Vidur,Tella,Vidur Tella,2572981665,Ahmedabad,Gujarat,Apple,iOS,,
135,Seher,Shah,Seher Shah,9434161949,hyderabad,Telangana,Realme,Android,,
136,Zara,Bobal,Zara Bobal,9.19E+11,Jaipur,Rajasthan,Apple,iOS,,
137,Pari,Walla,Pari Walla,9.14E+11,Chennai,Tamil Nadu,Samsung,Android,,
138,Prerak,Dixit,Prerak Dixit,9842128786,Jaipur,Rajasthan,OnePlus,Android,,
139,Jivika,Iyengar,Jivika Iyengar,9.20E+11,Delhi,Delhi,OnePlus,iOS,,
140,Saira,Devi,Saira Devi,9.16E+11,Kolkata,West Bengal,Xiaomi,iOS,,
141,Tushar,Doctor,Tushar Doctor,9.19E+11,Delhi,Delhi,Apple,Android,,
142,Azad,Contractor,Azad Contractor,2940924677,delhi,Delhi,Vivo,Android,,
143,Tejas,Bains,Tejas Bains,9.13E+11,hyderabad,Telangana,Realme,iOS,,
144,Nirvi,Dutt,Nirvi Dutt,5477449902,kolkata,West Bengal,Realme,Android,,
145,Yashvi,Deshmukh,Yashvi Deshmukh,9.11E+11,delhi,Delhi,Xiaomi,iOS,,
146,Jiya,Chandran,Jiya Chandran,9.19E+11,Ahmedabad,Gujarat,OnePlus,iOS,,
147,Eshani,Gole,Eshani Gole,2043942453,Mumbai,Maharashtra,Apple,iOS,,
148,Nayantara,Lalla,Nayantara Lalla,6371275222,Mumbai,Maharashtra,Xiaomi,Android,,
149,Romil,Singhal,Romil Singhal,9.14E+11,Ahmedabad,Gujarat,Samsung,iOS,,
150,Divyansh,Dhar,Divyansh Dhar,2708394868,Jaipur,Rajasthan,Realme,Android,,
151,Rati,Lata,Rati Lata,2874630885,Bangalore,Karnataka,Samsung,iOS,,
152,Vidur,Chaudhuri,Vidur Chaudhuri,8257348670,surat,Gujarat,Xiaomi,Android,,
153,Lakshay,Dugar,Lakshay Dugar,9.13E+11,Surat,Gujarat,Realme,iOS,,
154,Eva,Borra,Eva Borra,6374682824,jaipur,Rajasthan,Xiaomi,iOS,,
155,Indrajit,Raju,Indrajit Raju,3924828596,bangalore,Karnataka,Xiaomi,Android,,
156,Ritvik,Vasa,Ritvik Vasa,2817960726,Hyderabad,Telangana,Realme,Android,,
157,Tara,Kumar,Tara Kumar,8910509675,Jaipur,Rajasthan,OnePlus,iOS,,
158,Baiju,Vora,Baiju Vora,5345535647,Delhi,Delhi,Realme,iOS,,
159,Tanya,Shetty,Tanya Shetty,9.11E+11,jaipur,Rajasthan,Xiaomi,iOS,,
160,Sana,Kalla,Sana Kalla,5342784570,Pune,Maharashtra,Apple,Android,,
161,Indrajit,Dhar,Indrajit Dhar,1226722914,Pune,Maharashtra,Xiaomi,Android,,
162,Yuvaan,Thaker,Yuvaan Thaker,7106375365,ahmedabad,Gujarat,Vivo,Android,,
163,Pihu,Dora,Pihu Dora,8966050539,kolkata,West Bengal,Xiaomi,iOS,,
164,Ahana ,Shenoy,Ahana Shenoy,7959186281,pune,Maharashtra,Samsung,iOS,,
165,Aaryahi,Lad,Aaryahi Lad,8712109094,Kolkata,West Bengal,Apple,Android,,
166,Renee,Hayer,Renee Hayer,6551310965,Chennai,Tamil Nadu,Apple,iOS,,
167,Vanya,Sawhney,Vanya Sawhney,328517971,Chennai,Tamil Nadu,Samsung,iOS,,
168,Charvi,Srivastava,Charvi Srivastava,6171652329,Mumbai,Maharashtra,Xiaomi,Android,,
169,Hazel,Devi,Hazel Devi,5781067875,chennai,Tamil Nadu,OnePlus,iOS,,
170,Indrajit,Golla,Indrajit Golla,9.13E+11,Hyderabad,Telangana,OnePlus,iOS,,
171,Biju,Chahal,Biju Chahal,5374818423,Mumbai,Maharashtra,Xiaomi,iOS,,
172,Pari,Bera,Pari Bera,9.19E+11,Mumbai,Maharashtra,Samsung,Android,,
173,Alisha,Dave,Alisha Dave,9.12E+11,Kolkata,West Bengal,Realme,Android,,
174,Darshit,Batra,Darshit Batra,5520559463,ahmedabad,Gujarat,Vivo,Android,,
175,Miraan,Sahni,Miraan Sahni,5443738594,Pune,Maharashtra,Vivo,iOS,,
176,Ranbir,Bedi,Ranbir Bedi,2561400590,ahmedabad,Gujarat,Realme,iOS,,
177,Alia,Warrior,Alia Warrior,7317221739,Jaipur,Rajasthan,Realme,iOS,,
178,Samaira,Agate,Samaira Agate,1527063366,Surat,Gujarat,Apple,Android,,
179,Aarush,Suresh,Aarush Suresh,7726213291,Mumbai,Maharashtra,Xiaomi,Android,,
180,Mishti,Ratti,Mishti Ratti,9.15E+11,Mumbai,Maharashtra,OnePlus,Android,,
181,Pihu,Borah,Pihu Borah,9.14E+11,Ahmedabad,Gujarat,Samsung,iOS,,
182,Nayantara,Karan,Nayantara Karan,5871351200,Ahmedabad,Gujarat,Xiaomi,iOS,,
183,Aarush,Tank,Aarush Tank,2425340174,jaipur,Rajasthan,Apple,iOS,,
184,Samaira,Agate,Samaira Agate,1527063366,Surat,Gujarat,Apple,Android,,
185,Aarush,Suresh,Aarush Suresh,7726213291,Mumbai,Maharashtra,Xiaomi,Android,,
186,Aayush,Shankar,Aayush Shankar,4722452187,kolkata,West Bengal,Vivo,Android,,
187,Ivana,Madan,Ivana Madan,9964692602,Ahmedabad,Gujarat,Vivo,Android,,
188,Kaira,Bhalla,Kaira Bhalla,9.11E+11,Delhi,Delhi,Apple,iOS,,
189,Kabir,Bhargava,Kabir Bhargava,9.15E+11,jaipur,Rajasthan,OnePlus,iOS,,
190,Ranbir,Sankaran,Ranbir Sankaran,535349577,kolkata,West Bengal,OnePlus,iOS,,
191,Tara,Ben,Tara Ben,1697660639,Ahmedabad,Gujarat,Realme,iOS,,
192,Shray,Halder,Shray Halder,3509846183,surat,Gujarat,Apple,Android,,
193,Adira,Chaudhuri,Adira Chaudhuri,9.17E+11,Jaipur,Rajasthan,Samsung,iOS,,
194,Darshit,Anne,Darshit Anne,9.19E+11,delhi,Delhi,Vivo,iOS,,
195,Myra,Wali,Myra Wali,9.18E+11,ahmedabad,Gujarat,Samsung,iOS,,
196,Tara,Goyal,Tara Goyal,6447248904,Jaipur,Rajasthan,OnePlus,iOS,,
197,Onkar,Virk,Onkar Virk,3153039541,Chennai,Tamil Nadu,Realme,Android,,
198,Renee,Wason,Renee Wason,3310528798,chennai,Tamil Nadu,Vivo,Android,,
199,Shamik,Mahal,Shamik Mahal,6432544961,Kolkata,West Bengal,Xiaomi,iOS,,
200,Hansh,Suresh,Hansh Suresh,6806405231,hyderabad,Telangana,Samsung,Android,,
201,Darshit,Anne,Darshit Anne,9.19E+11,delhi,Delhi,Vivo,iOS,,
202,Myra,Wali,Myra Wali,9.18E+11,ahmedabad,Gujarat,Samsung,iOS,,
203,Shamik,Char,Shamik Char,9.16E+11,pune,Maharashtra,Realme,Android,,
204,Ela,Virk,Ela Virk,9.14E+11,Surat,Gujarat,OnePlus,iOS,,
205,Anya,Setty,Anya Setty,6699394173,Surat,Gujarat,Apple,iOS,,
206,Arnav,Chad,Arnav Chad,4796774519,jaipur,Rajasthan,Vivo,iOS,,
207,Riaan,Halder,Riaan Halder,5002440735,Jaipur,Rajasthan,OnePlus,iOS,,
208,Vardaniya,Manne,Vardaniya Manne,918921376,Chennai,Tamil Nadu,Xiaomi,iOS,,
209,Parinaaz,Sachdeva,Parinaaz Sachdeva,2229784785,mumbai,Maharashtra,Apple,iOS,,
210,Shlok,Bail,Shlok Bail,9.13E+11,chennai,Tamil Nadu,Samsung,Android,,
211,Hiran,Kala,Hiran Kala,919239271,kolkata,West Bengal,Apple,iOS,,
212,Shamik,Mander,Shamik Mander,662280475,surat,Gujarat,Vivo,iOS,,
213,Ritvik,Kapoor,Ritvik Kapoor,9.10E+11,hyderabad,Telangana,Realme,iOS,,
214,Jiya,Chaudhary,Jiya Chaudhary,2829240742,hyderabad,Telangana,OnePlus,iOS,,
215,Seher,Bandi,Seher Bandi,9.18E+11,chennai,Tamil Nadu,Xiaomi,iOS,,
216,Shamik,Varkey,Shamik Varkey,6234289042,Surat,Gujarat,Vivo,Android,,
217,Anvi,Dhaliwal,Anvi Dhaliwal,9.15E+11,ahmedabad,Gujarat,Realme,iOS,,
218,Khushi,Bora,Khushi Bora,6123598039,delhi,Delhi,Xiaomi,Android,,
219,Zain,Talwar,Zain Talwar,6196516293,mumbai,Maharashtra,Xiaomi,Android,,
220,Piya,Saha,Piya Saha,4095752875,bangalore,Karnataka,Xiaomi,Android,,
221,Jayan,Bir,Jayan Bir,9.18E+11,Kolkata,West Bengal,Xiaomi,iOS,,
222,Azad,Wagle,Azad Wagle,3280569770,Pune,Maharashtra,OnePlus,Android,,
223,Pranay,Roy,Pranay Roy,4383678248,ahmedabad,Gujarat,Realme,iOS,,
224,Hunar,Bahl,Hunar Bahl,9.11E+11,Mumbai,Maharashtra,Apple,Android,,
225,Biju,Sachdeva,Biju Sachdeva,73463143,kolkata,West Bengal,Apple,Android,,
226,Kashvi,Doshi,Kashvi Doshi,634883928,Pune,Maharashtra,Xiaomi,Android,,
227,Sana,Bail,Sana Bail,1823083276,kolkata,West Bengal,Samsung,Android,,
228,Trisha,Batra,Trisha Batra,4224313638,Bangalore,Karnataka,Samsung,iOS,,
229,Biju,Bhat,Biju Bhat,7727354885,Chennai,Tamil Nadu,Xiaomi,Android,,
230,Suhana,Brahmbhatt,Suhana Brahmbhatt,7948865741,Jaipur,Rajasthan,Xiaomi,Android,,
231,Arhaan,Ratta,Arhaan Ratta,9.20E+11,Surat,Gujarat,Xiaomi,Android,,
232,Ojas,Shenoy,Ojas Shenoy,3163718931,Mumbai,Maharashtra,Vivo,iOS,,
233,Akarsh,Sagar,Akarsh Sagar,9.18E+11,Ahmedabad,Gujarat,Vivo,iOS,,
234,Kaira,Mander,Kaira Mander,9.11E+11,Ahmedabad,Gujarat,Xiaomi,iOS,,
235,Kaira,Bansal,Kaira Bansal,900794135,mumbai,Maharashtra,Samsung,iOS,,
236,Tejas,Deshmukh,Tejas Deshmukh,9.13E+11,hyderabad,Telangana,OnePlus,iOS,,
237,Uthkarsh,Bhavsar,Uthkarsh Bhavsar,2020250868,Surat,Gujarat,Samsung,Android,,
238,Neelofar,Kar,Neelofar Kar,8858978233,chennai,Tamil Nadu,Apple,iOS,,
239,Samarth,Vohra,Samarth Vohra,9.11E+11,Chennai,Tamil Nadu,Vivo,Android,,
240,Dhanuk,Konda,Dhanuk Konda,7869837416,Surat,Gujarat,Realme,Android,,
241,Tiya,Balan,Tiya Balan,9.17E+11,Bangalore,Karnataka,Apple,Android,,
242,Keya,Goda,Keya Goda,5341670701,kolkata,West Bengal,Vivo,Android,,
243,Eva,Bhatnagar,Eva Bhatnagar,5913450115,surat,Gujarat,OnePlus,Android,,
244,Aaryahi,Johal,Aaryahi Johal,9.13E+11,ahmedabad,Gujarat,Realme,Android,,
245,Lagan,Vig,Lagan Vig,7582396018,Ahmedabad,Gujarat,Samsung,iOS,,
246,Jiya,Kanda,Jiya Kanda,256336694,Ahmedabad,Gujarat,Samsung,iOS,,
247,Gatik,Bora,Gatik Bora,9.19E+11,Kolkata,West Bengal,Vivo,Android,,
248,Adah,Karpe,Adah Karpe,9.14E+11,Surat,Gujarat,Xiaomi,iOS,,
249,Faiyaz,Barman,Faiyaz Barman,9.13E+11,Jaipur,Rajasthan,Apple,iOS,,
250,Kimaya,Viswanathan,Kimaya Viswanathan,1539983902,Chennai,Tamil Nadu,OnePlus,Android,,
251,Tejas,Kaur,Tejas Kaur,9.15E+11,Kolkata,West Bengal,Apple,iOS,,
252,Riaan,Behl,Riaan Behl,4590916622,delhi,Delhi,OnePlus,iOS,,
253,Divyansh,Gala,Divyansh Gala,1655629622,Chennai,Tamil Nadu,Vivo,iOS,,
254,Kartik,D’Alia,Kartik D’Alia,7958126091,pune,Maharashtra,Apple,Android,,
255,Indranil,Setty,Indranil Setty,9.15E+11,jaipur,Rajasthan,Xiaomi,Android,,
256,Hazel,Gulati,Hazel Gulati,678057533,delhi,Delhi,Samsung,Android,,
257,Farhan,Anne,Farhan Anne,9483521782,Delhi,Delhi,Vivo,Android,,
258,Khushi,Upadhyay,Khushi Upadhyay,923248314,kolkata,West Bengal,Realme,Android,,
259,Khushi,Sahni,Khushi Sahni,9.12E+11,pune,Maharashtra,Xiaomi,Android,,
260,Pihu,Bains,Pihu Bains,896528597,pune,Maharashtra,Xiaomi,Android,,
261,Kartik,Tailor,Kartik Tailor,2827262468,jaipur,Rajasthan,Realme,iOS,,
262,Jayesh,Bali,Jayesh Bali,9.14E+11,surat,Gujarat,Vivo,Android,,
263,Keya,Tandon,Keya Tandon,9.13E+11,Bangalore,Karnataka,OnePlus,iOS,,
264,Hunar,Hora,Hunar Hora,7679546375,Kolkata,West Bengal,Xiaomi,Android,,
265,Siya,Goda,Siya Goda,5598251131,bangalore,Karnataka,Realme,Android,,
266,Tiya,Golla,Tiya Golla,9.15E+11,Hyderabad,Telangana,Vivo,Android,,
267,Lakshit,Reddy,Lakshit Reddy,6910728095,Mumbai,Maharashtra,OnePlus,iOS,,
268,Navya,Kuruvilla,Navya Kuruvilla,9.14E+11,surat,Gujarat,Realme,Android,,
269,Krish,Manne,Krish Manne,6338996369,Ahmedabad,Gujarat,OnePlus,Android,,
270,Misha,Hegde,Misha Hegde,9513352593,Jaipur,Rajasthan,OnePlus,Android,,
271,Farhan,Anne,Farhan Anne,9483521782,Delhi,Delhi,Vivo,Android,,
272,Khushi,Upadhyay,Khushi Upadhyay,923248314,kolkata,West Bengal,Realme,Android,,
273,Khushi,Sahni,Khushi Sahni,9.12E+11,pune,Maharashtra,Xiaomi,Android,,
274,Pihu,Bains,Pihu Bains,896528597,pune,Maharashtra,Xiaomi,Android,,
275,Kartik,Tailor,Kartik Tailor,2827262468,jaipur,Rajasthan,Realme,iOS,,
276,Jayesh,Bali,Jayesh Bali,9.14E+11,surat,Gujarat,Vivo,Android,,
277,Keya,Tandon,Keya Tandon,9.13E+11,Bangalore,Karnataka,OnePlus,iOS,,
278,Hunar,Hora,Hunar Hora,7679546375,Kolkata,West Bengal,Xiaomi,Android,,
279,Taran,Bera,Taran Bera,9.18E+11,Surat,Gujarat,Realme,Android,,
280,Arhaan,Sachdeva,Arhaan Sachdeva,7116681528,chennai,Tamil Nadu,Xiaomi,Android,,
281,Hunar,Sarkar,Hunar Sarkar,3164265007,Pune,Maharashtra,Xiaomi,iOS,,
282,Biju,Datta,Biju Datta,9.15E+11,pune,Maharashtra,Samsung,Android,,
283,Divij,Mandal,Divij Mandal,8971099949,Delhi,Delhi,Realme,iOS,,
284,Pari,Khanna,Pari Khanna,9.16E+11,delhi,Delhi,Apple,Android,,
285,Veer,Kota,Veer Kota,3502356115,Bangalore,Karnataka,Realme,iOS,,
